5,1
6,3
7,16
8,49
9,149
10,369
11,778
12,1678
13,3273
14,5889
15,9969
16,15493
17,22450
18,31464
19,41448
20,52303
21,61489
22,70199
23,76218
24,79516
25,79716
26,76755
27,70585
28,63149
29,54654
30,45435
31,36595
32,28956
33,21419
34,15963
35,11358
36,8174
37,5373
38,3494
39,2201
40,1372
41,880
42,481
43,298
44,197
45,92
46,46
47,23
48,15
49,16
