4,1
5,2
6,7
7,26
8,50
9,167
10,336
11,822
12,1705
13,3412
14,5901
15,9824
16,15373
17,22708
18,31590
19,41524
20,52082
21,61927
22,70411
23,76575
24,79373
25,79345
26,76648
27,71034
28,63363
29,54510
30,45103
31,36615
32,28425
33,21640
34,16082
35,11194
36,7853
37,5235
38,3455
39,2258
40,1423
41,848
42,496
43,308
44,169
45,89
46,45
47,22
48,10
49,6
50,4
