4.0,0.028509764432390224
4.1,0.09275202176840468
4.2,0.026009180044085627
4.3,0.007856626614728338
4.4,0.17210343217737656
4.5,0.06137533845232932
4.6,0.004930738328369555
4.7,0.004323347106118374
4.8,0.030610793643558745
4.9,0.005113403529216194
5.0,0.0078012904754845794
5.1,0.0033469513726769136
5.2,0.00758355104892263
5.3,0.26288539159136426
5.4,0.012516041152067947
5.5,0.09078389038854877
5.6,0.07032827159744441
5.7,0.001605116618547762
5.8,0.0069168569742666065
5.9,0.00483673705628964
6.0,0.0071405531090374995
6.1,0.00540307227948764
6.2,0.0014282736549283254
6.3,0.15973333593879677
6.4,0.0011374281405843196
6.5,0.016514548054971705
6.6,0.031067476009635407
6.7,0.004847194124663164
6.8,0.0019052305397685885
6.9,0.0015181218586562415
7.0,0.002124549525355133
7.1,0.001794719887636546
7.2,0.0011910100048814199
7.3,0.001245828503847267
7.4,5.134710102263214E-4
7.5,6.175909941277624E-4
7.6,0.0014700804352607562
7.7,7.944019001485452E-4
7.8,0.017396927716215746
7.9,0.0012394077903747614
8.0,0.0025847057516507352
8.1,4.136720864407211E-4
8.2,3.5079304759825364E-4
8.3,0.001106116761351095
8.4,0.001977454959376655
8.5,0.2448867830797907
8.6,5.948391517322701E-4
8.7,3.2291987348060346E-4
8.8,4.002830431148405E-4
8.9,0.06954841729286283
9.0,0.014875912029032838
9.1,3.176705774882281E-4
9.2,0.0015677614289471003
9.3,0.016796598684612515
9.4,7.192518678044193E-4
9.5,0.04759918519252305
9.6,4.486070596678152E-4
9.7,0.0011727111958233251
9.8,0.005605099164770191
9.9,6.336616074574526E-4
10.0,4.220690431809509E-4
